  0.00500  0.00000e+00
  0.01500  0.00000e+00
  0.02500  0.00000e+00
  0.03500  0.00000e+00
  0.04500  0.00000e+00
  0.05500  0.00000e+00
  0.06500  0.00000e+00
  0.07500  0.00000e+00
  0.08500  0.00000e+00
  0.09500  0.00000e+00
  0.10500  0.00000e+00
  0.11500  0.00000e+00
  0.12500  0.00000e+00
  0.13500  0.00000e+00
  0.14500  0.00000e+00
  0.15500  0.00000e+00
  0.16500  0.00000e+00
  0.17500  0.00000e+00
  0.18500  0.00000e+00
  0.19500  0.00000e+00
  0.20500  0.00000e+00
  0.21500  0.00000e+00
  0.22500  0.00000e+00
  0.23500  0.00000e+00
  0.24500  0.00000e+00
  0.25500  0.00000e+00
  0.26500  0.00000e+00
  0.27500  0.00000e+00
  0.28500  0.00000e+00
  0.29500  0.00000e+00
  0.30500  0.00000e+00
  0.31500  0.00000e+00
  0.32500  0.00000e+00
  0.33500  0.00000e+00
  0.34500  0.00000e+00
  0.35500  0.00000e+00
  0.36500  0.00000e+00
  0.37500  0.00000e+00
  0.38500  0.00000e+00
  0.39500  0.00000e+00
  0.40500  0.00000e+00
  0.41500  0.00000e+00
  0.42500  0.00000e+00
  0.43500  0.00000e+00
  0.44500  0.00000e+00
  0.45500  0.00000e+00
  0.46500  0.00000e+00
  0.47500  0.00000e+00
  0.48500  0.00000e+00
  0.49500  0.00000e+00
  0.50500  0.00000e+00
  0.51500  0.00000e+00
  0.52500  0.00000e+00
  0.53500  0.00000e+00
  0.54500  0.00000e+00
  0.55500  0.00000e+00
  0.56500  0.00000e+00
  0.57500  0.00000e+00
  0.58500  0.00000e+00
  0.59500  0.00000e+00
  0.60500  0.00000e+00
  0.61500  0.00000e+00
  0.62500  0.00000e+00
  0.63500  0.00000e+00
  0.64500  0.00000e+00
  0.65500  0.00000e+00
  0.66500  0.00000e+00
  0.67500  0.00000e+00
  0.68500  0.00000e+00
  0.69500  0.00000e+00
  0.70500  0.00000e+00
  0.71500  0.00000e+00
  0.72500  0.00000e+00
  0.73500  0.00000e+00
  0.74500  0.00000e+00
  0.75500  0.00000e+00
  0.76500  0.00000e+00
  0.77500  0.00000e+00
  0.78500  0.00000e+00
  0.79500  0.00000e+00
  0.80500  0.00000e+00
  0.81500  0.00000e+00
  0.82500  0.00000e+00
  0.83500  0.00000e+00
  0.84500  0.00000e+00
  0.85500  0.00000e+00
  0.86500  0.00000e+00
  0.87500  3.04502e-03
  0.88500  3.96880e-03
  0.89500  1.26120e-02
  0.90500  1.89766e-02
  0.91500  5.47641e-02
  0.92500  8.99161e-02
  0.93500  2.03563e-01
  0.94500  3.70708e-01
  0.95500  5.86230e-01
  0.96500  7.78598e-01
  0.97500  1.03656e+00
  0.98500  1.35764e+00
  0.99500  1.59580e+00
  1.00500  1.71269e+00
  1.01500  2.07966e+00
  1.02500  2.35216e+00
  1.03500  2.40486e+00
  1.04500  2.58962e+00
  1.05500  2.49049e+00
  1.06500  2.55425e+00
  1.07500  2.51233e+00
  1.08500  2.50320e+00
  1.09500  2.35853e+00
  1.10500  2.32303e+00
  1.11500  2.18029e+00
  1.12500  2.28600e+00
  1.13500  2.12584e+00
  1.14500  2.15230e+00
  1.15500  1.91247e+00
  1.16500  1.88665e+00
  1.17500  1.80570e+00
  1.18500  1.82682e+00
  1.19500  1.64618e+00
  1.20500  1.53441e+00
  1.21500  1.57559e+00
  1.22500  1.45261e+00
  1.23500  1.29518e+00
  1.24500  1.35217e+00
  1.25500  1.33268e+00
  1.26500  1.21359e+00
  1.27500  1.15973e+00
  1.28500  1.14646e+00
  1.29500  1.07646e+00
  1.30500  1.06322e+00
  1.31500  1.04846e+00
  1.32500  1.01277e+00
  1.33500  9.78908e-01
  1.34500  9.99202e-01
  1.35500  8.86735e-01
  1.36500  9.27176e-01
  1.37500  8.47562e-01
  1.38500  8.57244e-01
  1.39500  7.90688e-01
  1.40500  7.68450e-01
  1.41500  7.77033e-01
  1.42500  7.71906e-01
  1.43500  8.01943e-01
  1.44500  8.36660e-01
  1.45500  7.30859e-01
  1.46500  7.34313e-01
  1.47500  7.52608e-01
  1.48500  7.16076e-01
  1.49500  7.03052e-01
  1.50500  6.97171e-01
  1.51500  6.72084e-01
  1.52500  6.63299e-01
  1.53500  6.82390e-01
  1.54500  7.20791e-01
  1.55500  6.73948e-01
  1.56500  6.81862e-01
  1.57500  6.77617e-01
  1.58500  6.99099e-01
  1.59500  6.98303e-01
  1.60500  6.84198e-01
  1.61500  6.65919e-01
  1.62500  6.60691e-01
  1.63500  7.04380e-01
  1.64500  6.89237e-01
  1.65500  7.05333e-01
  1.66500  7.35010e-01
  1.67500  7.20166e-01
  1.68500  7.37098e-01
  1.69500  7.73328e-01
  1.70500  7.51452e-01
  1.71500  7.87102e-01
  1.72500  8.06470e-01
  1.73500  7.53829e-01
  1.74500  8.20756e-01
  1.75500  8.51042e-01
  1.76500  8.27207e-01
  1.77500  8.69464e-01
  1.78500  8.82676e-01
  1.79500  8.47302e-01
  1.80500  9.39313e-01
  1.81500  9.38899e-01
  1.82500  9.17672e-01
  1.83500  9.34930e-01
  1.84500  9.57013e-01
  1.85500  9.49206e-01
  1.86500  9.78824e-01
  1.87500  9.99579e-01
  1.88500  1.07649e+00
  1.89500  1.07273e+00
  1.90500  1.04394e+00
  1.91500  1.11634e+00
  1.92500  1.11778e+00
  1.93500  1.12327e+00
  1.94500  1.11894e+00
  1.95500  1.14433e+00
  1.96500  1.17497e+00
  1.97500  1.14896e+00
  1.98500  1.21078e+00
  1.99500  1.17954e+00
  2.00500  1.20067e+00
  2.01500  1.23988e+00
  2.02500  1.18995e+00
  2.03500  1.23608e+00
  2.04500  1.19987e+00
  2.05500  1.19576e+00
  2.06500  1.15870e+00
  2.07500  1.25188e+00
  2.08500  1.18556e+00
  2.09500  1.22667e+00
  2.10500  1.19488e+00
  2.11500  1.20028e+00
  2.12500  1.17180e+00
  2.13500  1.15318e+00
  2.14500  1.14904e+00
  2.15500  1.14493e+00
  2.16500  1.15079e+00
  2.17500  1.17851e+00
  2.18500  1.16644e+00
  2.19500  1.14310e+00
  2.20500  1.07425e+00
  2.21500  1.09118e+00
  2.22500  1.08281e+00
  2.23500  1.08528e+00
  2.24500  1.04633e+00
  2.25500  1.05144e+00
  2.26500  1.06051e+00
  2.27500  1.02147e+00
  2.28500  1.01538e+00
  2.29500  1.02927e+00
  2.30500  1.01656e+00
  2.31500  9.90249e-01
  2.32500  9.93107e-01
  2.33500  9.84904e-01
  2.34500  9.73554e-01
  2.35500  9.80297e-01
  2.36500  9.84529e-01
  2.37500  9.37404e-01
  2.38500  9.48276e-01
  2.39500  9.61102e-01
  2.40500  9.33376e-01
  2.41500  9.26862e-01
  2.42500  9.23198e-01
  2.43500  9.12354e-01
  2.44500  8.84497e-01
  2.45500  9.00257e-01
  2.46500  9.19825e-01
